Customer_ID,First_Name,Last_Name,middle_name,full_customer_name,Gender,Date_of_Birth,Marital_Status,Phone_Number,Alternate_Mobile_number,Email,Address,City,State,Postal_Code,Employment_Status,Occupation,Annual_Income,Customer_Segment,KYC_Verified,Risk_Category,Joined_Date,Last_Updated_Date,nationality_code,resident_status,permanent_country_code,correspondence_address_line1,correspondence_city,correspondence_postal_code,relationship_manager_code
CUST01225,Kathy,Nguyen,James,Kathy James Nguyen,Female,10/6/1999,Divorced,80873543788,81973553799,kathy.nguyen@example.com,"647 Heather Glens, Gregorymouth, NV 72605",Travistown,Oregon,72605,Retired,Fitness centre manager,18352.76,Retail,Yes,High,12/28/2023,9/22/2024,US,Resident,IN,,,,RM2513
CUST01226,John,Kelley,Ali,John Ali Kelley,Male,11/10/1985,Single,85910157090,85911157191,john.kelley@example.com,"7770 Miller Ridges Suite 284, South Alexandra, PA 18370",Alexistown,Vermont,18370,Unemployed,Unemployed,2195.61,Retail,Yes,High,2/3/2024,12/8/2024,CA,Non-Resident,DE,9 Green Park,Nairobi,997847,RM4109
CUST01227,Stephanie,Mcdaniel,Jean,Stephanie Jean Mcdaniel,Female,3/17/1954,Married,89207492699,89317593799,stephanie.mcdaniel@example.com,"86056 Daniels Branch Apt. 166, Yvonneshire, MN 83859",Scottmouth,Alaska,83859,Retired,"Psychologist, prison and probation services",21675.29,Retail,No,Low,2/19/2023,6/11/2023,CA,Non-Resident,US,78 Market Road,New York,858116,RM9009
CUST01228,Lauren,Lee,Marie,Lauren Marie Lee,Other,9/30/1957,Married,88997184285,89997195395,lauren.lee@example.com,"54160 Barbara Corner Suite 808, Smithville, AL 91221",Port Kathleen,Kentucky,91221,Retired,Office manager,21580.78,Retail,Yes,Medium,2/4/2024,12/2/2024,US,NRI,CA,45 Hilltop Ave,Cape Town,917951,RM6598
CUST01229,John,Villanueva,Kumar,John Kumar Villanueva,Male,5/4/1974,Married,89140849932,89151959933,john.villanueva@example.com,"4043 Roger Plaza, Jessicafurt, UT 20380",North Timothy,Tennessee,20380,Employed,Passenger transport manager,37567.89,SME,Yes,High,5/18/2024,9/9/2024,ZA,Resident,GB,,,,RM7749
CUST01230,Bradley,Brown,Jean,Bradley Jean Brown,Male,12/12/1953,Married,70669806908,71779917919,bradley.brown@example.com,"78502 Nathan Drive, Elizabethshire, GA 90426",North Sarashire,Alabama,90426,Self-employed,Event organiser,62249.38,SME,No,Low,8/15/2024,12/14/2024,DE,NRI,GB,45 Hilltop Ave,Paris,148758,RM6306
CUST01231,Michele,Williamson,Jean,Michele Jean Williamson,Other,8/5/1951,Single,87607234838,87717335939,michele.williamson@example.com,"7539 Morris Way Suite 442, Edwardview, SD 22227",North Veronicaburgh,South Carolina,22227,Self-employed,Charity officer,29666.34,SME,No,Low,2/13/2023,9/19/2023,FR,Resident,IN,,,,RM9614
CUST01232,Jennifer,Rodriguez,Ali,Jennifer Ali Rodriguez,Other,5/6/2002,Divorced,89538280405,89539391515,jennifer.rodriguez@example.com,"79376 Figueroa Trail, Grayville, TX 49878",South Kelly,Utah,49878,Employed,Senior tax professional/tax inspector,27559.2,SME,Yes,Medium,8/18/2024,8/18/2024,FR,NRI,NG,9 Green Park,Paris,995206,RM3818
CUST01233,Erica,Crawford,Lee,Erica Lee Crawford,Other,5/19/1955,Divorced,89650826958,89751937959,erica.crawford@example.com,"814 Chapman Bypass Apt. 358, Jacksonton, MI 58724",Turnerton,Mississippi,58724,Retired,Lawyer,25408.83,Retail,No,Low,7/18/2023,2/9/2024,NG,Resident,AU,,,,RM3433
CUST01234,Alexander,Williamson,James,Alexander James Williamson,Male,4/29/1987,Divorced,86965613087,87975713197,alexander.williamson@example.com,"911 Christopher Centers Suite 184, Byrdhaven, OH 88097",Clarkview,Mississippi,88097,Employed,"Therapist, occupational",16877.81,Retail,Yes,Medium,7/18/2024,9/18/2024,NG,NRI,FR,45 Hilltop Ave,Berlin,381162,RM5124
CUST01235,Daniel,Martin,James,Daniel James Martin,Male,11/18/1965,Divorced,85951434682,85951535793,daniel.martin@example.com,"734 Natalie Canyon, East Diane, KS 20799",Margaretchester,Delaware,20799,Unemployed,Unemployed,4004.71,Retail,No,Low,9/26/2023,10/14/2024,NG,NRI,AU,78 Market Road,New York,879963,RM3615
CUST01236,Alexa,York,James,Alexa James York,Other,7/16/1969,Single,80273008696,81373119797,alexa.york@example.com,"47498 Griffin Lights, West Gregbury, CT 63648",Port Autumn,New Mexico,63648,Employed,Forensic psychologist,36297.5,SME,Yes,Medium,7/14/2024,10/28/2024,AU,Resident,GB,,,,RM4551
CUST01237,Michael,Hatfield,Anne,Michael Anne Hatfield,Male,8/17/1961,Married,88311395001,89311395111,michael.hatfield@example.com,"5292 Griffin Villages, Harveyhaven, SD 81589",West Russellmouth,Idaho,81589,Employed,Special educational needs teacher,50122.7,SME,No,Medium,12/20/2023,8/5/2024,US,Non-Resident,FR,9 Green Park,Lagos,697751,RM8821
CUST01238,Joseph,Shepard,Singh,Joseph Singh Shepard,Male,11/12/1971,Married,89150762839,89151773939,joseph.shepard@example.com,"40192 Robert Alley, Sydneychester, UT 59965",Joshuahaven,Kentucky,59965,Retired,Television camera operator,25118.55,Retail,Yes,Medium,9/16/2023,11/4/2023,FR,NRI,CA,123 Main Street,Lagos,750819,RM9520
CUST01239,Daniel,Bennett,Singh,Daniel Singh Bennett,Male,4/27/1966,Divorced,85344077794,85355177795,daniel.bennett@example.com,"365 Wilson Cliff Suite 686, Lake David, IA 08640",North Ericview,North Dakota,8640,Self-employed,Air broker,85375.44,SME,Yes,Low,9/22/2024,12/21/2024,US,Non-Resident,GB,78 Market Road,Mumbai,325289,RM6844
CUST01240,Mary,Rogers,Jean,Mary Jean Rogers,Other,7/14/1966,Married,70662925081,71773935191,mary.rogers@example.com,"4330 Mary Spring, Port Nicole, VT 98864",Port Lesliebury,Connecticut,98864,Retired,Broadcast journalist,17539.28,Retail,No,Medium,12/6/2024,12/29/2024,NG,Non-Resident,IN,123 Main Street,Nairobi,935468,RM4284
CUST01241,Joshua,Reid,Singh,Joshua Singh Reid,Male,5/20/1960,Single,89914068841,89915179951,joshua.reid@example.com,"13807 Angela Oval, South Robertmouth, ME 45945",Kennethstad,Nebraska,45945,Self-employed,Learning disability nurse,57352.99,SME,Yes,High,4/28/2024,11/12/2024,NG,Resident,NG,,,,RM3830
CUST01242,Kayla,Bennett,Jean,Kayla Jean Bennett,Female,6/5/1973,Single,90255235617,91355335717,kayla.bennett@example.com,"USNS Fuller, FPO AP 89716",Nguyenport,Colorado,89716,Employed,Lexicographer,8999.73,SME,No,Medium,2/10/2024,4/18/2024,ZA,NRI,NG,78 Market Road,Cape Town,303457,RM7950
CUST01243,Charles,Hurley,Ahmed,Charles Ahmed Hurley,Male,6/19/1994,Single,70119206136,71119317137,charles.hurley@example.com,"88284 Stephenson Isle Apt. 031, Port Emily, RI 71331",Reynoldston,Massachusetts,71331,Unemployed,Unemployed,1876.52,Retail,Yes,Medium,3/7/2024,9/1/2024,NG,Resident,US,,,,RM8716
CUST01244,Rebecca,Fischer,Kumar,Rebecca Kumar Fischer,Female,10/7/1960,Married,88956133718,89957133719,rebecca.fischer@example.com,"642 Noble Summit Suite 862, Duffymouth, NJ 19378",Lake Erik,Alaska,19378,Unemployed,Homemaker,12655.69,Retail,No,Low,2/16/2024,8/13/2024,AU,Resident,KE,,,,RM9301
CUST01245,Vicki,Bowen,Ahmed,Vicki Ahmed Bowen,Other,7/16/1959,Single,70950264801,71951375911,vicki.bowen@example.com,"1062 Madison Grove Suite 573, Pamelaburgh, SD 17417",New Victoriafort,New Hampshire,17417,Unemployed,Unemployed,2222,Retail,No,Medium,10/29/2024,12/11/2024,KE,NRI,AU,45 Hilltop Ave,London,319919,RM2592
CUST01246,Matthew,Wang,Jean,Matthew Jean Wang,Male,3/3/1953,Single,87341678127,87351779137,matthew.wang@example.com,"02732 Andrea Via Suite 042, Bobbyberg, MA 44770",Markmouth,North Dakota,44770,Self-employed,"Scientist, research (life sciences)",39885.07,SME,Yes,High,8/14/2023,6/27/2024,AU,Resident,GB,,,,RM3784
CUST01247,Larry,Clarke,Singh,Larry Singh Clarke,Male,11/27/1995,Single,70179821348,71179931359,larry.clarke@example.com,"67881 Kramer Manor, Ricardomouth, NC 51746",New Laura,New Jersey,51746,Self-employed,Lobbyist,50027.59,Corporate,No,Medium,10/15/2024,12/30/2024,DE,Resident,AU,,,,RM5386
CUST01248,Jamie,Smith,Grace,Jamie Grace Smith,Other,4/26/1968,Married,89736383182,89737393193,jamie.smith@example.com,"291 Justin Rapids, Michaelmouth, UT 57871",Juliechester,New York,57871,Unemployed,Unemployed,4444,Retail,No,Medium,1/23/2023,1/31/2023,US,NRI,ZA,22 Rosewood Lane,Nairobi,772606,RM8954
CUST01249,Steven,Allen,Jean,Steven Jean Allen,Male,3/18/1991,Married,83970798661,83971799771,steven.allen@example.com,"4076 Daisy Ranch, Jamieland, VT 06687",Shelbyshire,Pennsylvania,6687,Retired,Teaching laboratory technician,16287.58,Retail,Yes,Medium,6/25/2023,1/1/2024,ZA,Resident,FR,,,,RM3591
CUST01250,Kayla,Benson,Ahmed,Kayla Ahmed Benson,Female,10/14/1965,Married,83682050682,83793151793,kayla.benson@example.com,"8905 Benjamin Spring Apt. 153, South Joshua, ID 43240",Davisfurt,Georgia,43240,Self-employed,Advertising art director,40293.88,SME,Yes,Low,11/10/2023,10/31/2024,ZA,Non-Resident,IN,78 Market Road,Mumbai,256540,RM8889
CUST01251,Carl,Rios,Jean,Carl Jean Rios,Male,10/10/1982,Divorced,85521650587,85531751597,carl.rios@example.com,"PSC 5969, Box 5794, APO AA 65334",New Katie,California,65334,Unemployed,Unemployed,1806.89,Retail,No,Medium,9/22/2023,12/6/2024,GB,Non-Resident,FR,22 Rosewood Lane,Nairobi,753212,RM5202
CUST01252,Lisa,Wood,Marie,Lisa Marie Wood,Other,5/24/1974,Single,90821925967,91931935977,lisa.wood@example.com,"1485 Merritt Points, New Michael, UT 41519",West Mariobury,Vermont,41519,Employed,Medical technical officer,48199.49,SME,No,Low,4/12/2023,11/6/2024,IN,Resident,DE,,,,RM9925
CUST01253,Charles,Fitzpatrick,Singh,Charles Singh Fitzpatrick,Male,3/13/1980,Married,89984802205,89995913315,charles.fitzpatrick@example.com,"214 Henry Station, Luiston, IL 05791",Port Katherine,Montana,5791,Self-employed,Public librarian,81083.21,Corporate,No,High,9/5/2024,10/1/2024,FR,NRI,KE,22 Rosewood Lane,Paris,709369,RM3713
CUST01254,Lydia,Hubbard,Kumar,Lydia Kumar Hubbard,Other,3/13/1967,Divorced,84842495988,85953595999,lydia.hubbard@example.com,"53212 Humphrey Heights, Lake Jacquelineshire, WI 57714",Harrishaven,Washington,57714,Employed,Advertising copywriter,38539.76,SME,No,Medium,7/1/2023,2/10/2024,IN,Non-Resident,KE,45 Hilltop Ave,London,875772,RM5635
CUST01255,Laura,Davis,James,Laura James Davis,Female,8/12/2003,Married,88870715238,89971715339,laura.davis@example.com,"7959 Jasmine Haven, Franklinview, DC 86406",Port Andreaton,Mississippi,86406,Retired,"Journalist, broadcasting",7352.2,Retail,No,Low,7/3/2023,10/30/2023,CA,Resident,AU,,,,RM9934
CUST01256,Elizabeth,Smith,Kumar,Elizabeth Kumar Smith,Female,1/15/1987,Single,88209746191,89319757191,elizabeth.smith@example.com,"Unit 4857 Box 1339, DPO AP 82212",Port Danielport,West Virginia,82212,Retired,"Psychologist, clinical",18516.96,Retail,No,Medium,12/2/2023,4/16/2024,ZA,Non-Resident,FR,45 Hilltop Ave,Berlin,698863,RM7482
CUST01257,Jessica,Perry,James,Jessica James Perry,Female,12/30/1961,Divorced,70996872258,71997973359,jessica.perry@example.com,"138 Victoria Canyon, West Brittanyport, AZ 21834",Allenberg,Delaware,21834,Self-employed,Town planner,57726.47,SME,No,Medium,4/25/2024,11/15/2024,KE,Non-Resident,DE,123 Main Street,Mumbai,416558,RM7488
CUST01258,Amber,Gardner,Anne,Amber Anne Gardner,Other,4/24/1985,Single,88580623504,89591733515,amber.gardner@example.com,"199 William Cliff, East Manuel, VA 91752",New Noahchester,Maryland,91752,Unemployed,Unemployed,2222,Retail,No,Low,6/10/2023,8/22/2023,KE,NRI,KE,123 Main Street,New York,435139,RM3946
CUST01259,Tina,Hall,Kumar,Tina Kumar Hall,Female,9/11/1978,Divorced,89579001248,89579111359,tina.hall@example.com,"Unit 7103 Box 8919, DPO AE 66846",Burnsport,Virginia,66846,Unemployed,Homemaker,7577.69,Retail,No,Medium,9/8/2024,12/10/2024,IN,NRI,GB,22 Rosewood Lane,London,227368,RM7362
CUST01260,Amanda,Li,Singh,Amanda Singh Li,Female,6/1/1951,Married,70867963259,71977973359,amanda.li@example.com,"560 Jones Path Suite 650, Chavezberg, VT 86093",East Jenniferburgh,Alaska,86093,Self-employed,Equities trader,47019.9,Corporate,Yes,High,12/23/2023,2/20/2024,AU,Non-Resident,CA,9 Green Park,Toronto,985316,RM7694
CUST01261,Angela,Bennett,Jean,Angela Jean Bennett,Other,2/26/2000,Single,88946338915,89957339915,angela.bennett@example.com,"05703 Heath Ford, South Raymondmouth, AL 45769",North Preston,Illinois,45769,Self-employed,Health visitor,27387.69,Corporate,No,High,4/6/2024,11/27/2024,FR,Non-Resident,ZA,22 Rosewood Lane,New York,607265,RM8715
CUST01262,James,Harper,Marie,James Marie Harper,Male,5/16/1976,Divorced,85285725629,85395735739,james.harper@example.com,"Unit 3370 Box 0715, DPO AP 01667",Parksbury,Virginia,1667,Retired,TEFL teacher,23113.56,Retail,Yes,Low,8/29/2024,9/3/2024,NG,Non-Resident,FR,78 Market Road,Mumbai,456107,RM4610
CUST01263,Kathleen,Gentry,Lee,Kathleen Lee Gentry,Other,1/12/1968,Single,85895138186,85995139197,kathleen.gentry@example.com,"5874 Keith Plains, New Nancy, IA 61858",New Robertbury,Idaho,61858,Unemployed,Unemployed,2222,Retail,Yes,High,9/18/2023,12/26/2024,US,NRI,CA,78 Market Road,New York,982583,RM7977
CUST01264,Sara,Vasquez,Ahmed,Sara Ahmed Vasquez,Other,1/13/1959,Married,88468509574,89579519575,sara.vasquez@example.com,"455 Jason Trafficway Apt. 960, West April, WI 98934",Robinberg,Utah,98934,Self-employed,Research scientist (life sciences),69920.17,Corporate,Yes,Low,7/2/2023,5/29/2024,AU,NRI,ZA,78 Market Road,Toronto,756333,RM7821
CUST01265,Joshua,Stout,Lee,Joshua Lee Stout,Male,8/22/1986,Married,89189117972,89199117973,joshua.stout@example.com,"004 Robert Mill, Aprilchester, KY 68299",Gonzalezshire,South Dakota,68299,Self-employed,Geographical information systems officer,55063.3,Corporate,No,Low,12/1/2023,12/7/2024,KE,NRI,NG,22 Rosewood Lane,Mumbai,867467,RM8360
CUST01266,Annette,Hall,Ahmed,Annette Ahmed Hall,Other,7/16/2001,Single,84015364154,85115375155,annette.hall@example.com,"776 David Knolls, Adamville, WA 35805",East Benjaminbury,Connecticut,35805,Employed,Merchant navy officer,38203.44,SME,No,Low,7/16/2023,9/15/2023,KE,Non-Resident,CA,123 Main Street,Toronto,659282,RM2437
CUST01267,Jessica,Stephens,Singh,Jessica Singh Stephens,Female,6/15/1997,Single,90325936781,91335937791,jessica.stephens@example.com,"14603 Jones Path Apt. 605, Matthewview, MI 34344",Jenniferfurt,California,34344,Retired,Occupational therapist,17417.85,Retail,No,High,5/17/2023,12/12/2024,DE,Resident,AU,,,,RM4748
CUST01268,Kathryn,Wright,Ali,Kathryn Ali Wright,Female,11/1/1983,Single,80942141052,81953151153,kathryn.wright@example.com,"34454 Abbott Knoll Suite 600, North Melissa, PA 54720",Sarabury,New York,54720,Retired,"Designer, blown glass/stained glass",19017.67,Retail,Yes,High,5/14/2024,7/6/2024,FR,NRI,IN,22 Rosewood Lane,London,561353,RM1747
CUST01269,Kathleen,Hernandez,Kumar,Kathleen Kumar Hernandez,Other,5/15/1964,Divorced,88780927045,89791937155,kathleen.hernandez@example.com,"736 Amanda Shoals, New Markmouth, WY 77240",Marshfort,Louisiana,77240,Self-employed,Air traffic controller,45882.81,SME,No,Low,5/31/2023,12/17/2023,CA,NRI,CA,123 Main Street,Sydney,480073,RM3183
CUST01270,Priscilla,Jacobs,Singh,Priscilla Singh Jacobs,Female,2/24/1955,Single,70586605986,71597715997,priscilla.jacobs@example.com,"4034 Hoffman Field, Hesston, UT 55547",Vegastad,Arizona,55547,Retired,"Teacher, English as a foreign language",16267.11,Retail,No,Low,5/15/2023,5/27/2024,CA,Resident,CA,,,,RM8315
CUST01271,Erin,Guerrero,Lee,Erin Lee Guerrero,Female,3/9/1972,Single,70758548596,71759559597,erin.guerrero@example.com,"9542 Tina Terrace Suite 562, Cooperhaven, AL 15213",West Lisastad,Kentucky,15213,Unemployed,Homemaker,5000,Retail,No,Low,11/19/2023,1/9/2024,AU,Resident,AU,,,,RM3127
CUST01272,Daniel,Torres,Kumar,Daniel Kumar Torres,Male,10/29/1988,Divorced,70491165020,71591175131,daniel.torres@example.com,"3832 Ramirez Street, Higginston, CO 58822",Heidimouth,Pennsylvania,58822,Employed,"Surveyor, commercial/residential",27690.9,Retail,Yes,Low,1/10/2023,1/6/2024,AU,Non-Resident,ZA,78 Market Road,Paris,479999,RM5467
CUST01273,Tracy,Garcia,James,Tracy James Garcia,Female,11/6/1995,Married,83931321551,83931331551,tracy.garcia@example.com,"USNS Williams, FPO AA 74724",Daisymouth,New Hampshire,74724,Employed,Herbalist,29382.36,Retail,No,Medium,8/23/2023,10/30/2024,FR,Resident,DE,,,,RM4759
CUST01274,Ann,Mccall,Jean,Ann Jean Mccall,Female,12/27/1968,Married,80836821444,81937931555,ann.mccall@example.com,"83372 Marquez Wall Suite 798, Lake Jaredberg, MD 50093",Lake Janice,South Dakota,50093,Retired,"Programmer, multimedia",22397.21,Retail,No,Low,8/1/2023,12/7/2024,ZA,Non-Resident,NG,123 Main Street,Cape Town,205780,RM4272
CUST01275,Tiffany,Kennedy,Anne,Tiffany Anne Kennedy,Other,12/30/1954,Divorced,87273677462,87373777573,tiffany.kennedy@example.com,"Unit 8708 Box 9410, DPO AA 95884",Zacharyberg,Washington,95884,Self-employed,Commercial art gallery manager,29701.3,SME,No,Low,3/24/2024,5/9/2024,ZA,NRI,GB,78 Market Road,Lagos,191092,RM5202
CUST01276,Virginia,Wilson,Marie,Virginia Marie Wilson,Other,10/28/1969,Divorced,70543183281,71553193391,virginia.wilson@example.com,"830 Cox Hollow, Lake Katrina, NM 28404",Scottfurt,Virginia,28404,Self-employed,"Scientist, clinical (histocompatibility and immunogenetics)",34776.27,SME,Yes,Medium,7/22/2024,12/26/2024,IN,Resident,NG,,,,RM9925
CUST01277,Thomas,Hodge,Kumar,Thomas Kumar Hodge,Male,6/12/2001,Single,89204910601,89315911711,thomas.hodge@example.com,"Unit 7487 Box 7007, DPO AP 73968",Taraburgh,Kansas,73968,Self-employed,Data processing manager,42411.91,SME,No,High,11/20/2024,11/25/2024,CA,Non-Resident,GB,45 Hilltop Ave,London,641561,RM3713
CUST01278,Gina,Thompson,James,Gina James Thompson,Female,10/25/1955,Married,70387508276,71397519377,gina.thompson@example.com,"67990 Wade Loop, East Amberstad, VA 27143",North Karen,Washington,27143,Employed,"Teacher, English as a foreign language",33320.65,Retail,No,Low,3/2/2024,5/24/2024,AU,Non-Resident,NG,45 Hilltop Ave,Paris,446131,RM5635
CUST01279,Matthew,Ward,James,Matthew James Ward,Male,8/30/1953,Single,85775458472,85775559573,matthew.ward@example.com,"37090 Williams Gardens, Meyerton, SC 67625",Parkerhaven,Florida,67625,Self-employed,Pension scheme manager,11638.01,SME,Yes,High,8/6/2024,12/26/2024,FR,Non-Resident,CA,78 Market Road,London,282503,RM9934
CUST01280,Tamara,Thornton,Anne,Tamara Anne Thornton,Female,12/10/1978,Single,89187683160,89197793171,tamara.thornton@example.com,"8492 Vasquez Hollow, Grimesburgh, MT 46063",East Benjamin,Wisconsin,46063,Self-employed,Public relations officer,46997.92,SME,No,Medium,2/16/2023,12/9/2024,IN,Resident,NG,,,,RM7482
CUST01281,Robert,Nunez,Marie,Robert Marie Nunez,Male,9/2/1967,Divorced,87217337399,87317337399,robert.nunez@example.com,"419 Wayne Mission Suite 779, Adamton, ME 44258",Randallmouth,Florida,44258,Employed,Database administrator,18343.28,Retail,No,Low,8/16/2024,9/10/2024,ZA,Non-Resident,US,123 Main Street,Mumbai,684966,RM7488
CUST01282,Antonio,Kim,Lee,Antonio Lee Kim,Male,7/31/1961,Single,70999362165,71999373175,antonio.kim@example.com,"452 Farley Fork Apt. 090, Molinaview, WV 05641",Carrbury,Arkansas,5641,Employed,Ergonomist,30180.42,Retail,No,Low,7/22/2024,10/4/2024,AU,NRI,GB,123 Main Street,Toronto,331954,RM3946
CUST01283,George,Reynolds,Jean,George Jean Reynolds,Male,9/10/1972,Divorced,88232553983,89333553993,george.reynolds@example.com,"25837 Bryan Union Suite 366, East Derek, IN 28956",Lake Eddie,New Jersey,28956,Unemployed,Unemployed,2000,Retail,No,High,7/20/2023,10/28/2023,AU,Non-Resident,ZA,9 Green Park,London,971163,RM7362
CUST01284,Kim,Kelly,Grace,Kim Grace Kelly,Female,8/7/1976,Single,87773264309,87773375319,kim.kelly@example.com,"2259 Curtis Fort, Lake Thomas, VA 92115",Port Stacey,North Dakota,92115,Unemployed,Homemaker,8818.59,Retail,No,Low,7/8/2024,12/26/2024,NG,NRI,IN,22 Rosewood Lane,Nairobi,120857,RM7694
CUST01285,Adriana,Schwartz,Kumar,Adriana Kumar Schwartz,Other,8/10/1970,Married,89127997029,89137997139,adriana.schwartz@example.com,"3333 Cynthia Plain, New Juan, SC 11313",Lake Jared,Arizona,11313,Retired,"Radiographer, therapeutic",14070.7,Retail,Yes,Medium,4/10/2023,1/14/2024,CA,Resident,FR,,,,RM8715
CUST01286,Steven,Garrett,Ali,Steven Ali Garrett,Male,3/23/1950,Single,85397871375,85397971375,steven.garrett@example.com,"176 Fernandez Shoal Suite 455, Kevinberg, MN 64656",Stevenmouth,Connecticut,64656,Self-employed,Environmental education officer,5000,SME,Yes,Medium,6/1/2024,12/27/2024,GB,Resident,US,,,,RM4610
CUST01287,John,Barnett,Ali,John Ali Barnett,Male,12/20/1978,Single,90256083200,91357193311,john.barnett@example.com,"96885 Jose Curve Apt. 903, Austinmouth, TX 88598",Anthonyborough,Virginia,88598,Retired,"Engineer, mining",22410.33,Retail,No,Low,2/7/2024,5/1/2024,FR,Resident,GB,,,,RM7977
CUST01288,Angela,Watson,Anne,Angela Anne Watson,Other,7/24/1965,Divorced,88975358523,89975359533,angela.watson@example.com,"5102 Smith Mews Suite 860, Lucasbury, NM 55230",North Brittney,Mississippi,55230,Retired,Human resources officer,21843.67,Retail,Yes,Medium,1/1/2024,2/6/2024,GB,Non-Resident,US,22 Rosewood Lane,Lagos,419171,RM7821
CUST01289,Ronald,Ray,Anne,Ronald Anne Ray,Male,7/23/1985,Single,80443619951,81553719951,ronald.ray@example.com,"038 Lopez Drive, Jamesberg, MD 46699",Wrightside,Pennsylvania,46699,Employed,Financial controller,27211.17,Retail,No,Low,3/15/2024,8/17/2024,US,Non-Resident,AU,123 Main Street,New York,114223,RM8360
CUST01290,Terry,Alexander,Ahmed,Terry Ahmed Alexander,Male,5/17/1963,Single,89102929501,89113939511,terry.alexander@example.com,"PSC 4038, Box 9554, APO AA 47987",Perezview,South Carolina,47987,Self-employed,"Engineer, civil (contracting)",66903.16,Corporate,No,Low,12/5/2023,9/15/2024,CA,Non-Resident,DE,45 Hilltop Ave,Nairobi,719327,RM2437
CUST01291,Angela,Brown,Marie,Angela Marie Brown,Female,9/30/1982,Divorced,88309309671,89319319771,angela.brown@example.com,"736 Walker Summit, West Jill, WY 60951",North Brian,West Virginia,60951,Retired,Electronics engineer,26234.46,Retail,Yes,Low,6/9/2023,12/19/2024,GB,Resident,IN,,,,RM4748
CUST01292,Carolyn,Blair,Singh,Carolyn Singh Blair,Other,10/5/1968,Single,70602213217,71713313317,carolyn.blair@example.com,"19109 Kevin Path Suite 607, Port Julie, ME 40373",Adamsborough,Rhode Island,40373,Retired,"Surveyor, insurance",19689.98,Retail,Yes,High,12/18/2024,12/28/2024,NG,NRI,IN,78 Market Road,New York,741858,RM1747
CUST01293,Stephen,Burton,Marie,Stephen Marie Burton,Male,10/25/1962,Single,89111661220,89111771331,stephen.burton@example.com,"90937 Samantha Highway Suite 810, Michaelfort, IA 94318",Palmerstad,South Dakota,94318,Employed,"Presenter, broadcasting",12961.28,Retail,No,Medium,7/31/2023,6/20/2024,ZA,Non-Resident,FR,123 Main Street,London,681180,RM3183
CUST01294,Tyrone,Conley,Jean,Tyrone Jean Conley,Male,9/17/1966,Divorced,85873393049,85973393159,tyrone.conley@example.com,"528 Donna Loaf, Cooperland, ID 58500",Mcguirebury,Ohio,58500,Retired,"Production assistant, television",15377.67,Retail,No,Low,2/26/2024,6/22/2024,ZA,Resident,AU,,,,RM8315
CUST01295,Jessica,Watkins,James,Jessica James Watkins,Female,8/25/2000,Single,88027481242,89137591353,jessica.watkins@example.com,"593 Randall Summit Suite 023, New Michelleshire, TX 51610",South Joshua,Kentucky,51610,Employed,Translator,32619.5,Retail,No,Low,8/6/2023,6/6/2024,IN,Resident,DE,,,,RM3127
CUST01296,Tristan,Martin,Kumar,Tristan Kumar Martin,Male,6/28/1964,Divorced,86825095229,87935195339,tristan.martin@example.com,"12156 Lynn Parkways Suite 108, East Markport, RI 38608",Kimbury,Minnesota,38608,Retired,Academic librarian,13724.46,Retail,Yes,Medium,10/24/2023,9/19/2024,CA,NRI,AU,22 Rosewood Lane,Sydney,100468,RM5467
CUST01297,Tanner,Matthews,Lee,Tanner Lee Matthews,Male,5/8/1953,Divorced,83556103995,83557113995,tanner.matthews@example.com,"161 Gregory Valleys, Bradleybury, OK 89705",South Richard,New Hampshire,89705,Retired,Make,21478.12,Retail,Yes,Low,11/11/2023,7/11/2024,AU,Resident,IN,,,,RM4759
CUST01298,Juan,Ortiz,Ali,Juan Ali Ortiz,Male,7/28/1983,Single,87124365858,87135375959,juan.ortiz@example.com,"35286 Smith Via, New Lee, AL 03897",Lake Annaton,Arizona,3897,Retired,Lexicographer,12416.79,Retail,No,Medium,5/10/2023,8/7/2024,DE,Resident,NG,,,,RM4272
CUST01299,Richard,Olson,Anne,Richard Anne Olson,Male,2/10/2003,Single,80412027061,81513137171,richard.olson@example.com,"1815 Paul Shoal Apt. 949, East Robinstad, MI 44546",North Victoriatown,California,44546,Self-employed,Chief of Staff,54335.51,SME,No,Low,4/4/2023,6/24/2024,KE,Non-Resident,DE,9 Green Park,Lagos,955896,RM3330
CUST01300,Michael,Singh,Ali,Michael Ali Singh,Male,9/21/1989,Divorced,87402990716,87513991717,michael.singh@example.com,"717 Amanda Row Suite 929, Lake Frank, OH 94268",Port Sarah,Nebraska,94268,Employed,Adult guidance worker,19026.97,Retail,No,Low,8/29/2024,11/8/2024,FR,Non-Resident,DE,22 Rosewood Lane,Berlin,387593,RM3703
CUST01301,John,Buck,James,John James Buck,Male,4/6/1956,Single,70481554203,71591555313,john.buck@example.com,"49522 Anna Wall, Blaketon, IL 63153",Millershire,Iowa,63153,Employed,Public affairs consultant,24517.31,SME,Yes,High,11/8/2024,11/15/2024,NG,Resident,DE,,,,RM4182
CUST01302,Jon,Boyd,Anne,Jon Anne Boyd,Male,2/4/1973,Single,80956797564,81957797575,jon.boyd@example.com,"12620 Sabrina Loaf Suite 165, Nunezburgh, DE 73163",Mooremouth,Kentucky,73163,Employed,Biomedical scientist,38333.34,Retail,No,Low,12/2/2023,1/8/2024,ZA,NRI,AU,123 Main Street,Nairobi,298964,RM2398
